blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,noticeDate,Lat,Lon
3347D045,2601 QUANTICO AVE,GREENSPRING,6,NORTHERN,9/3/08,39.33775498,-76.66109744
1623 040,719 N PATTERSON PARK AVE,MILTON-MONTFORD,13,EASTERN,4/30/07,39.29919645,-76.58489796
0468 014,207 E MOUNT ROYAL AVE,MID-TOWN BELVEDERE,12,CENTRAL,8/31/11,39.30535529,-76.61308001
3935 059,2789 THE ALAMEDA,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,5/4/07,39.32310186,-76.59239456
0339 009,1716 DRUID HILL AVE,UPTON,11,CENTRAL,7/23/15,39.30530201,-76.63303661
8253 003,4704 LIBERTY HEIGHTS AVE,HOWARD PARK,5,NORTHWESTERN,9/5/14,39.33173661,-76.69588459
0791 032,1167 CARROLL ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,9/8/08,39.2808418,-76.63263418
1485 006,2411 E FEDERAL ST,BROADWAY EAST,13,EASTERN,1/31/13,39.30868764,-76.58392787
3312A021,2716 OSWEGO AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,9/13/12,39.33558237,-76.66460103
0066 030,1023 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9,WESTERN,8/20/12,39.30090002,-76.63715404
2444 018,2906 WINCHESTER ST,WINCHESTER,9,SOUTHWESTERN,6/28/13,39.30155104,-76.66623851
0329 045,1803 DRUID HILL AVE,DRUID HEIGHTS,11,CENTRAL,9/15/15,39.3061856,-76.63334767
3518C051,3517 ASH ST,HAMPDEN,7,NORTHERN,7/22/15,39.32945212,-76.63965817
4585 023,5012 PALMER AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,4/18/12,39.34837615,-76.67308258
0074 020,1605 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,7/6/10,39.29977338,-76.64354422
6274 002,3402 E BALTIMORE ST,BALTIMORE HIGHLANDS,1,SOUTHEASTERN,9/30/14,39.29269857,-76.56919685
1157 007,912 E BIDDLE ST,JOHNSTON SQUARE,12,EASTERN,4/16/07,39.30412564,-76.60455819
0258 035,2014 MCHENRY ST,CARROLLTON RIDGE,9,SOUTHERN,10/15/09,39.28433275,-76.64932914
1650 039,504 N CASTLE ST,CARE,13,EASTERN,10/31/13,39.29682106,-76.58884696
0119 106,1918 W FRANKLIN ST,MIDTOWN-EDMONDSON,9,WESTERN,9/23/05,39.29400004,-76.64805122
0106 067,622 N PAYSON ST,MIDTOWN-EDMONDSON,9,WESTERN,9/1/05,39.29580186,-76.6493368
3970F105,1509 OAKRIDGE ROAD,EDNOR GARDENS-LAKESIDE,14,NORTHEASTERN,5/29/15,39.33290189,-76.59409068
0274 005,308 S MONROE ST,CARROLLTON RIDGE,9,SOUTHERN,4/21/08,39.28395243,-76.64698291
1108 077,1735 N DALLAS ST,OLIVER,12,EASTERN,4/12/11,39.31014454,-76.59748861
0082 018,2038 W LANVALE ST,MIDTOWN-EDMONDSON,9,WESTERN,9/10/10,39.2976524,-76.65040184
7863 004,1958 SPONSON ST,MORRELL PARK,10,SOUTHWESTERN,3/9/12,39.26331058,-76.6525159
3445 010,2218 CALLOW AVE,RESERVOIR HILL,7,CENTRAL,4/16/07,39.31326154,-76.63170332
4132 005,1522 CARSWELL ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,7/8/08,39.32326437,-76.59609326
1485 050,1501 N MONTFORD AVE,BROADWAY EAST,13,EASTERN,1/22/15,39.30823265,-76.58404254
0767 083,1310 SARGEANT ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,12/26/08,39.2807671,-76.63642743
5165 083,611 MCCABE AVE,WINSTON-GOVANS,4,NORTHERN,10/11/12,39.35235069,-76.60762664
2400 026,1719 BRADDISH AVE,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,6/20/14,39.30784769,-76.66072164
1110 015,325 E LANVALE ST,GREENMOUNT WEST,12,EASTERN,11/21/07,39.30874777,-76.61106912
4011B004,1106 E 20TH ST,EAST BALTIMORE MIDWAY,12,EASTERN,2/2/11,39.31297893,-76.60397148
0096 047,717 N MONROE ST,HARLEM PARK,9,WESTERN,10/4/11,39.2971383,-76.64718795
0375 058,542 W LAFAYETTE AVE,UPTON,11,CENTRAL,5/19/11,39.30173605,-76.63127325
3415 025,2308 MCCULLOH ST,PENN NORTH,7,WESTERN,7/26/10,39.31085368,-76.63776851
0452 034,839 HARLEM AVE,UPTON,11,CENTRAL,11/11/04,39.29665904,-76.63218511
5727 011,4404 POWELL AVE,CEDMONT,2,NORTHEASTERN,8/6/15,39.34637709,-76.5348384
0856B011,1018 W CROSS ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,8/26/15,39.281145,-76.6298911
4612 016,3105 W GARRISON AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,3/8/12,39.34769995,-76.67258652
0035 047,1374 N CALHOUN ST,SANDTOWN-WINCHESTER,7,WESTERN,8/10/12,39.30518973,-76.64072866
1536 090,1243 N PATTERSON PARK AVE,BROADWAY EAST,13,EASTERN,8/29/12,39.30557354,-76.58527981
1660 065,500 N CURLEY ST,ELLWOOD PARK/MONUMENT,13,SOUTHEASTERN,6/15/11,39.29707301,-76.57599064
3085 007,2729 GWYNNS FALLS PKWY,PANWAY/BRADDISH AVENUE,7,WESTERN,2/11/15,39.31434599,-76.66359641
1882 047,1019 BINNEY ST,CANTON,1,SOUTHEASTERN,8/10/15,39.28060365,-76.57757902
4178J027,3408 ELMORA AVE,FOUR BY FOUR,13,NORTHEASTERN,12/14/12,39.31606218,-76.57550132
0072 032,1829 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,2/26/08,39.29962505,-76.64736243
0308 049,2114 DRUID HILL AVE,DRUID HEIGHTS,7,CENTRAL,7/12/10,39.30843847,-76.63690239
1573 005,1025 N MILTON AVE,BIDDLE STREET,13,EASTERN,8/15/12,39.30302589,-76.58232011
1521 063,1327 N MILTON AVE,BEREA,13,EASTERN,9/25/06,39.3066718,-76.58254576
3576 019,1210 WELDON AVE,MEDFIELD,7,NORTHERN,1/28/15,39.33839198,-76.63880913
0283 019,855 MCHENRY ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,9/25/15,39.2845895,-76.63174076
4577B028,3612 SPAULDING AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,5/12/10,39.34586553,-76.67909753
1101 048,1824 N BOND ST,OLIVER,12,EASTERN,4/9/09,39.31115832,-76.59728121
0360 020,1551 ARGYLE AVE,UPTON,11,CENTRAL,12/16/09,39.3023743,-76.6346078
0200 038,1077 W FAYETTE ST,POPPLETON,9,WESTERN,6/30/08,39.28957759,-76.63604976
2377C073,2725 HARLEM AVE,MOSHER,9,WESTERN,10/25/06,39.2953573,-76.66235446
0149 024,329 N BRUCE ST,FRANKLIN SQUARE,9,WESTERN,11/9/05,39.29268651,-76.64453465
1504 013,2405 E OLIVER ST,BROADWAY EAST,13,EASTERN,4/12/12,39.30770875,-76.58402157
0276 028,335 S FULTON AVE,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,2/22/10,39.28363626,-76.644706
0200 061,1126 W BALTIMORE ST,POPPLETON,9,WESTERN,6/22/12,39.2889307,-76.63656351
0266B033,1264 GLYNDON AVE,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,9/7/12,39.28208492,-76.63666806
4586 014,3035 W BELVEDERE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,10/1/13,39.35005312,-76.67334144
1446 070,1716 E LAFAYETTE AVE,BROADWAY EAST,12,EASTERN,8/1/14,39.31087668,-76.59387522
6166 032,407 N HIGHLAND AVE,ELLWOOD PARK/MONUMENT,13,SOUTHEASTERN,11/21/12,39.29667326,-76.56941617
1103 027,319 E LAFAYETTE AVE,GREENMOUNT WEST,12,EASTERN,3/18/15,39.30977971,-76.61128402
1478 002,1503 RUTLAND AVE,BROADWAY EAST,12,EASTERN,8/7/08,39.3079262,-76.59253837
5750 026,3905 WHITE AVE,GLENHAM-BELHAR,2,NORTHEASTERN,5/21/14,39.34626564,-76.54667894
7225 031,1623 LOCUST ST,CURTIS BAY,10,SOUTHERN,8/13/10,39.22663684,-76.58789986
2131B024S,537 S LONGWOOD ST,GWYNNS FALLS,10,SOUTHWESTERN,8/4/08,39.27816737,-76.66625113
0686 015,528 S PACA ST,RIDGELY'S DELIGHT,11,SOUTHERN,10/1/14,39.28386173,-76.62377113
0801 041,1171 NANTICOKE ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,3/18/15,39.28004398,-76.63151921
4019 023,527 E 22ND ST,EAST BALTIMORE MIDWAY,12,EASTERN,7/12/12,39.31434563,-76.608622
5210F004,1306 GITTINGS AVE,IDLEWOOD,4,NORTHEASTERN,9/16/15,39.37024431,-76.58835624
4441A012,5810 CLOVER ROAD,GLEN,5,NORTHWESTERN,6/26/15,39.35554375,-76.68637416
3422 020,2308 MADISON AVE,RESERVOIR HILL,7,CENTRAL,7/7/15,39.31166486,-76.63732967
1594 042,919 N BELNORD AVE,MADISON-EASTEND,13,EASTERN,11/10/11,39.30176447,-76.57875718
1471 023,2106 E FEDERAL ST,BROADWAY EAST,13,EASTERN,11/26/13,39.30900849,-76.58750515
1455 055,1809 N MILTON AVE,BEREA,13,EASTERN,11/6/06,39.31121889,-76.58262637
4608 014,3526 LUCILLE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,8/4/11,39.34273851,-76.67445697
0215 030,1326 HOLLINS ST,UNION SQUARE,9,SOUTHERN,12/6/12,39.2878181,-76.63895877
2732 008,4102 MAINE AVE,CENTRAL FOREST PARK,8,NORTHWESTERN,7/19/13,39.32811344,-76.6882412
7133 005,4036 6TH ST,BROOKLYN,10,SOUTHERN,6/8/05,39.23094286,-76.60338299
3013 054,2918 WALBROOK AVE,WALBROOK,7,SOUTHWESTERN,8/20/12,39.31048749,-76.66687709
2255 013,35 S KOSSUTH ST,SAINT JOSEPHS,8,SOUTHWESTERN,9/18/15,39.28624067,-76.6754256
1168 025,601 E BIDDLE ST,JOHNSTON SQUARE,12,EASTERN,9/7/12,39.30353306,-76.60877167
4621 022,4742 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,9/16/05,39.34475554,-76.67139431
2441 007,1612 N ELLAMONT ST,ROSEMONT,9,SOUTHWESTERN,9/4/08,39.30611768,-76.6710804
4164B032,2120 N WOLFE ST,DARLEY PARK,12,EASTERN,9/6/12,39.31494177,-76.59217405
2345 025,849 N BENTALOU ST,MIDTOWN-EDMONDSON,9,WESTERN,12/5/12,39.29833342,-76.65314861
2470 064,929 N FRANKLINTOWN ROAD,FRANKLINTOWN ROAD,9,SOUTHWESTERN,1/2/09,39.29860416,-76.66676209
3233 019,2301 WHITTIER AVE,PARKVIEW/WOODBROOK,7,WESTERN,3/2/15,39.31619676,-76.64777106
0150 013,324 N GILMOR ST,FRANKLIN SQUARE,9,WESTERN,8/24/12,39.2928505,-76.64288616
0280 045,343 S STRICKER ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,5/29/07,39.28359792,-76.64042455
0205 066,2111 BOOTH ST,BOYD-BOOTH,9,SOUTHWESTERN,8/9/05,39.28736766,-76.65067843
4604A004,4807 WILERN AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,4/8/09,39.34440585,-76.67435561
0239 030,208 FURROW ST,CARROLLTON RIDGE,9,SOUTHWESTERN,8/20/08,39.28441851,-76.65219665
0414 047,1340 DIVISION ST,UPTON,11,CENTRAL,12/24/07,39.30163886,-76.63056526
5804 079,3303 LERCH DR,WALTHERSON,3,NORTHEASTERN,12/19/14,39.34521134,-76.56203079
2153 012,23 N WHEELER AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,9/10/15,39.28860293,-76.6541709
3326 046,3421 REISTERSTOWN ROAD,PARK CIRCLE,6,NORTHWESTERN,7/19/11,39.32731146,-76.65858432
2320 039,1612 RUXTON AVE,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,8/17/12,39.30669096,-76.65517844
0190 085,2124 W FAIRMOUNT AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,1/28/13,39.28884302,-76.65088605
1570 013,2225 E CHASE ST,MIDDLE EAST,13,EASTERN,10/1/07,39.30335479,-76.58620759
3244 054,2224 RUSKIN AVE,PARKVIEW/WOODBROOK,7,WESTERN,11/13/12,39.3154773,-76.64749282
0170 032,1135 W SARATOGA ST,POPPLETON,9,WESTERN,3/17/06,39.29216785,-76.63655655
2501 049,726 N HILTON ST,EDGEWOOD,8,SOUTHWESTERN,2/6/15,39.29603798,-76.67313341
4587 004,3006 W GARRISON AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,3/6/12,39.34873914,-76.67165744
2244A016,3610 FREDERICK AVE,IRVINGTON,8,SOUTHWESTERN,10/20/08,39.28191143,-76.67666076
5929 020,4339 SHELDON AVE,BELAIR-EDISON,2,NORTHEASTERN,8/28/15,39.32655241,-76.56224279
1835 036,2215 FLEET ST,CANTON,1,SOUTHEASTERN,7/3/15,39.28474198,-76.58473059
3208 030,1913 N MONROE ST,MONDAWMIN,7,WESTERN,10/22/10,39.3104491,-76.6479341
0014 029,1601 MCKEAN AVE,SANDTOWN-WINCHESTER,7,WESTERN,4/5/11,39.30674851,-76.64689472
3190A015,3001 RIDGEWOOD AVE,TOWANDA-GRANTLEY,6,NORTHWESTERN,4/3/09,39.33859596,-76.67178771
5912B042,3232 KENTUCKY AVE,BELAIR-EDISON,13,NORTHEASTERN,7/24/15,39.32222907,-76.56822369
0307 002,2102 DIVISION ST,DRUID HEIGHTS,7,CENTRAL,5/11/07,39.30739417,-76.63779792
1499 035,1408 N CHESTER ST,BROADWAY EAST,13,EASTERN,8/8/08,39.3070824,-76.58859172
0276 029,337 S FULTON AVE,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,7/18/14,39.28360334,-76.64470408
0018 021,1541 N PULASKI ST,EASTERWOOD,7,WESTERN,1/23/14,39.30628182,-76.65081451
0275 102,1816 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,12/14/12,39.28389329,-76.6456848
4616 032,3128 WOODLAND AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,2/9/12,39.34583054,-76.67088363
4010N013,924 BONAPARTE AVE,EAST BALTIMORE MIDWAY,12,EASTERN,5/20/08,39.31648753,-76.60143078
1705 066,131 N DUNCAN ST,BUTCHER'S HILL,13,SOUTHEASTERN,9/25/15,39.29373482,-76.58681633
2171 051,2556 HOLLINS ST,SHIPLEY HILL,9,SOUTHWESTERN,6/10/09,39.28688294,-76.65771513
7472 039,2517 HURON ST,MOUNT WINANS,10,SOUTHERN,4/4/14,39.26166715,-76.64389461
0308 045,2122 DRUID HILL AVE,DRUID HEIGHTS,7,CENTRAL,4/30/09,39.30856594,-76.63706041
3935 031,2733 THE ALAMEDA,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,8/20/15,39.3222386,-76.59142008
2178 072,2654 FREDERICK AVE,SHIPLEY HILL,9,SOUTHWESTERN,12/29/08,39.28193564,-76.65853545
0706 025,420 S MOUNT ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,5/27/09,39.28241434,-76.64372994
1138 044,1428 N BROADWAY,OLIVER,12,EASTERN,7/23/07,39.30707427,-76.59517608
3321 018,3934 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,1/15/08,39.33399485,-76.66276312
1485 049,2400 E OLIVER ST,BROADWAY EAST,13,EASTERN,6/16/08,39.30808136,-76.58413938
0699 058,1913 RAMSAY ST,CARROLLTON RIDGE,9,SOUTHERN,11/8/05,39.28291496,-76.6473447
1506 065,2601 LLEWELYN AVE,BEREA,13,EASTERN,3/22/12,39.30734124,-76.58099647
1184 068,1013 VALLEY ST,JOHNSTON SQUARE,12,EASTERN,4/10/08,39.30205206,-76.60467356
0149 055,332 N BRUCE ST,FRANKLIN SQUARE,9,WESTERN,7/27/09,39.29274041,-76.64487521
1537 035,2431 E PRESTON ST,BROADWAY EAST,13,EASTERN,9/25/06,39.30560371,-76.58327013
2171 058,2522 HOLLINS ST,SHIPLEY HILL,9,SOUTHWESTERN,1/20/12,39.28699962,-76.65706167
0082 052,806 N PAYSON ST,MIDTOWN-EDMONDSON,9,WESTERN,11/12/10,39.29792502,-76.64946429
0274 059,1929 MCHENRY ST,CARROLLTON RIDGE,9,SOUTHERN,11/4/05,39.28400285,-76.64782423
1548 036,1721 E BIDDLE ST,MIDDLE EAST,12,EASTERN,3/11/14,39.30414916,-76.59307055
0119 052,1926 LAURETTA AVE,MIDTOWN-EDMONDSON,9,WESTERN,10/26/05,39.29462038,-76.64833109
0247 054,1413 LEMMON ST,UNION SQUARE,9,SOUTHERN,6/17/05,39.28582926,-76.64014519
2451 042,3129 BAKER ST,ROSEMONT,9,SOUTHWESTERN,3/13/14,39.30558694,-76.67015602
0850 025,927 WASHINGTON BLVD,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,7/1/12,39.28266431,-76.63180115
4801 009,4803 LANIER AVE,CYLBURN,6,NORTHERN,7/1/15,39.34718378,-76.66163778
3342A074,2438 KEYWORTH AVE,GREENSPRING,6,NORTHERN,2/13/13,39.33533941,-76.6581778
0329 025,427 ROBERT ST,DRUID HEIGHTS,11,CENTRAL,12/29/11,39.30686411,-76.63383128
5210B035,1273 WALKER AVE,IDLEWOOD,4,NORTHEASTERN,10/2/15,39.37084359,-76.59104522
2387 035,913 N DUKELAND ST,MOSHER,9,WESTERN,6/29/09,39.29863334,-76.66270057
1498 036,1419 N WASHINGTON ST,BROADWAY EAST,13,EASTERN,10/9/08,39.30730917,-76.58988378
3325 019,2701 ULMAN AVE,PARK CIRCLE,6,NORTHWESTERN,3/15/11,39.32894647,-76.65948821
0780 120,1142 WARD ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,4/5/13,39.28179964,-76.6330933
0270 033,416 S BENTALOU ST,MILLHILL,9,SOUTHWESTERN,5/7/15,39.28266296,-76.65281454
5138A012M,1020 E BELVEDERE AVE,CHINQUAPIN PARK,4,NORTHERN,9/2/15,39.3601353,-76.59895139
0303 032,2228 DRUID HILL AVE,DRUID HEIGHTS,7,CENTRAL,7/23/09,39.30942314,-76.63809553
4123 042,1710 HOMESTEAD ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,3/26/14,39.32039335,-76.59437165
1605 016,2112 E MADISON ST,MIDDLE EAST,13,EASTERN,5/8/15,39.29989955,-76.58707511
2388 033A,1127 POPLAR GROVE ST,WINCHESTER,9,SOUTHWESTERN,2/17/11,39.30096755,-76.66497744
2318 047,2417 BAKER ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,3/12/12,39.30608726,-76.65672948
0300C014,1627 N CALHOUN ST,SANDTOWN-WINCHESTER,7,WESTERN,9/8/09,39.30667026,-76.6415705
0121 047,519 N FULTON AVE,HARLEM PARK,9,WESTERN,5/29/12,39.29435315,-76.64524893
7643 011,2721 ROUND ROAD,CHERRY HILL,10,SOUTHERN,3/14/06,39.24812252,-76.62804318
8223A007,4301 BELVIEU AVE,WEST ARLINGTON,5,NORTHWESTERN,7/10/13,39.33942432,-76.6918488
0696 047,529 S BENTALOU ST,CARROLLTON RIDGE,9,SOUTHWESTERN,7/30/07,39.2808323,-76.65193176
1636 014,627 N CASTLE ST,CARE,13,EASTERN,2/22/13,39.29802663,-76.58842655
7273 009,3605 WEST BAY AVE,CURTIS BAY,10,SOUTHERN,9/24/15,39.23326614,-76.59414112
0280 072,1417 MCHENRY ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,10/25/07,39.2843113,-76.64007457
1101 089,1803 N DALLAS ST,OLIVER,12,EASTERN,10/6/08,39.31092863,-76.59754143
0378 030,1403 MCCULLOH ST,MADISON PARK,11,CENTRAL,12/3/11,39.30362344,-76.62871789
7447 007A,2318 ANNAPOLIS ROAD,WESTPORT,10,SOUTHERN,11/17/06,39.26261202,-76.63455805
3349 006,2608 LOYOLA NORTHWAY,GREENSPRING,6,NORTHERN,12/28/06,39.33922051,-76.66293009
2377D001,2628 EDMONDSON AVE,MOSHER,9,WESTERN,11/13/07,39.29483067,-76.66026735
5165D022,5207 IVANHOE AVE,WOODBOURNE-MCCABE,4,NORTHERN,2/3/09,39.35263933,-76.60452395
7118 018,912 STOLL ST,BROOKLYN,10,SOUTHERN,1/31/08,39.23069946,-76.59929736
3.35E+29,2605 PARK HEIGHTS TERR,GREENSPRING,6,NORTHERN,1/14/14,39.33836844,-76.66155807
7065 031,601 CHART AVE,BROOKLYN,10,SOUTHERN,2/25/08,39.23770241,-76.6014511
4010P004,806 BONAPARTE AVE,EAST BALTIMORE MIDWAY,12,EASTERN,11/28/11,39.3171567,-76.60265973
4171 107,1908 PERLMAN PL,SOUTH CLIFTON PARK,12,EASTERN,11/29/11,39.31301287,-76.58698936
4171 058,1962 N PATTERSON PARK AVE,SOUTH CLIFTON PARK,12,EASTERN,6/30/15,39.31402037,-76.5863394
4591 008,5115 WOOLVERTON AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,1/10/13,39.35168521,-76.66994302
2718 013,4009 BOARMAN AVE,DORCHESTER,6,NORTHWESTERN,6/26/15,39.33396567,-76.68453741
3004 051,2923 WALBROOK AVE,WALBROOK,7,SOUTHWESTERN,12/19/07,39.30999366,-76.66653383
0087 021,803 N GILMOR ST,HARLEM PARK,9,WESTERN,4/24/09,39.29811443,-76.64260879
4157 027,1922 N WASHINGTON ST,SOUTH CLIFTON PARK,12,EASTERN,10/14/11,39.31289199,-76.59071569
0275 115,1842 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,2/15/08,39.28380911,-76.6462805
0193 024,1839 W FAYETTE ST,FRANKLIN SQUARE,9,WESTERN,3/27/15,39.28928856,-76.64655598
0285 037,341 SCOTT ST,BARRE CIRCLE,10,SOUTHERN,4/7/15,39.28395013,-76.62864409
1138 045,1426 N BROADWAY,OLIVER,12,EASTERN,2/15/13,39.30703514,-76.59517361
1109 014,1719 N BOND ST,OLIVER,12,EASTERN,8/29/13,39.30997044,-76.59666394
0079 001,1100 W LAFAYETTE AVE,SANDTOWN-WINCHESTER,9,WESTERN,11/1/13,39.2994464,-76.63603792
3213 016,2230 WALBROOK AVE,MONDAWMIN,7,WESTERN,6/16/15,39.31091405,-76.65371412
3186 025,2918 GRANTLEY AVE,TOWANDA-GRANTLEY,6,NORTHWESTERN,8/6/13,39.33704008,-76.66870185
3408 028,2550 FRANCIS ST,PENN NORTH,7,WESTERN,5/9/14,39.31352392,-76.64322787
3206 010,2020 W NORTH AVE,MONDAWMIN,7,WESTERN,8/28/13,39.30994243,-76.65067306
2230J001,1 S ABINGTON AVE,CARROLL-SOUTH HILTON,9,SOUTHWESTERN,3/7/12,39.28572098,-76.67090859
1101 034,1525 E NORTH AVE,OLIVER,12,EASTERN,8/12/05,39.3117094,-76.59748889
1659 003,505 N KENWOOD AVE,MCELDERRY PARK,13,SOUTHEASTERN,1/30/15,39.29708635,-76.57768294
1122 041,1517 HOLBROOK ST,OLIVER,12,EASTERN,6/27/08,39.30753557,-76.60292691
1177 025,1113 N CAROLINE ST,GAY STREET,12,EASTERN,8/14/15,39.30354511,-76.59752419
1690 026,2403 ORLEANS ST,PATTERSON PLACE,13,SOUTHEASTERN,1/9/14,39.29540146,-76.58301871
0243 088,1803 LEMMON ST,CARROLLTON RIDGE,9,SOUTHERN,1/3/08,39.28576121,-76.64555165
6072B012,5449 MOORES RUN DR,CEDONIA,2,NORTHEASTERN,6/5/15,39.33200895,-76.53474817
2947 013,3723 BOARMAN AVE,CALLAWAY-GARRISON,6,NORTHWESTERN,7/12/13,39.33427527,-76.67744807
0089 058,810 N CAREY ST,HARLEM PARK,9,WESTERN,8/4/11,39.29817707,-76.63892961
1573 007,1029 N MILTON AVE,BIDDLE STREET,13,EASTERN,11/28/14,39.30310046,-76.5823236
1467 028,1620 N WOLFE ST,BROADWAY EAST,12,EASTERN,7/13/12,39.30914474,-76.59179353
1673 070,423 N ROSE ST,MCELDERRY PARK,13,SOUTHEASTERN,4/7/05,39.29633379,-76.58124706
0242 057,1915 W LOMBARD ST,CARROLLTON RIDGE,9,SOUTHERN,1/15/03,39.28594485,-76.64746454
1595 084,907 N STREEPER ST,MADISON-EASTEND,13,EASTERN,4/15/14,39.30163458,-76.57733678
1473 039,1610 N BRADFORD ST,BROADWAY EAST,13,EASTERN,2/25/13,39.30940037,-76.58527068
0288 098,2221 RAMSAY ST,CARROLLTON RIDGE,9,SOUTHWESTERN,1/7/09,39.28270839,-76.65195455
4621 014,4726 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,9/12/07,39.34450798,-76.67116168
1538 025I,2532 E BIDDLE ST,BEREA,13,EASTERN,2/21/08,39.30497518,-76.58168642
5864 037,4110 SAINT THOMAS AVE,WALTHERSON,3,NORTHEASTERN,4/4/14,39.33287494,-76.56142887
7437A003,2227 ANNAPOLIS ROAD,WESTPORT,10,SOUTHERN,3/4/11,39.26352763,-76.63333172
3207 099,1914 HERBERT ST,MONDAWMIN,7,WESTERN,6/19/07,39.31044406,-76.6488667
6152 004,3207 E MONUMENT ST,ELLWOOD PARK/MONUMENT,13,SOUTHEASTERN,2/6/07,39.29905817,-76.57196411
3417 120,2415 DRUID HILL AVE,PENN NORTH,7,WESTERN,4/12/06,39.31196263,-76.63951519
4177 020,1949 BELAIR ROAD,BEREA,13,EASTERN,8/30/15,39.31372581,-76.58245898
4616 035,4805 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,12/28/05,39.34556107,-76.67109997
1184 066,1017 VALLEY ST,JOHNSTON SQUARE,12,EASTERN,4/29/04,39.30214228,-76.60467865
2301 002,1717 N SMALLWOOD ST,EASTERWOOD,7,WESTERN,7/10/15,39.30814439,-76.65235257
0272 099,2101 WILHELM ST,CARROLLTON RIDGE,9,SOUTHWESTERN,11/5/08,39.28340439,-76.65023124
